Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g15714	ptg000018l;ptg000018l;ptg000018l	66767463;66768013;66768234	66767764;66768117;66768861	+;+;+	1035	0	0	0	0	7	4	7	0	0	0	1	4	8	9	5	14	39	13	13	12	13	10	18	9	10	0	0	0	0	0	2	8	6	7	25	1	1	47
g15715	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	66771840;66773233;66776794;66777007;66777156;66780226;66780443;66782519;66782741;66783189;66783536;66784316	66772134;66773925;66776882;66777076;66777239;66780302;66780524;66782601;66782807;66783317;66783642;66784417	+;+;+;+;+;+;+;+;+;+;+;+	1878	0	15	0	4	16	1	10	6	6	30	12	0	4	20	1	2	2	9	1	4	14	0	16	4	39	6	0	2	0	17	27	16	28	16	6	6	0	31
g15716	ptg000018l;ptg000018l	66786781;66788698	66788222;66790147	+;+	2892	56	215	48	175	138	153	138	113	103	346	221	49	31	136	79	61	95	204	14	80	130	75	250	126	236	102	15	88	36	323	131	85	184	880	501	54	4	96
g15717	ptg000018l;ptg000018l;ptg000018l;ptg000018l	66793779;66798023;66806307;66806741	66794216;66798147;66806622;66806872	-;-;-;-	1011	252	350	271	432	353	271	227	204	237	606	516	404	221	367	221	293	504	704	435	625	589	401	871	595	597	193	98	179	237	471	231	607	1148	524	239	536	393	587
g15718	ptg000018l	66913849	66914409	+	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15719	ptg000018l	66914553	66915470	+	918	140	288	241	431	193	151	256	159	325	327	194	253	176	204	127	178	364	420	454	429	490	569	510	442	572	176	61	127	174	302	217	372	956	221	101	682	651	569
g15720	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	66915859;66916218;66917892;66918948;66919672;66920106;66920254	66915977;66916299;66917993;66919025;66919778;66920183;66920386	-;-;-;-;-;-;-	699	146	260	238	300	334	267	247	214	142	364	170	54	75	124	71	59	108	282	88	129	119	139	189	185	506	109	61	112	76	165	130	319	817	150	102	121	61	358
g15721	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	66930105;66938082;66938294;66939426;66940203;66940423;66941178;66941522;66942462;66943294;66943515;66944157	66930217;66938163;66938395;66940069;66940299;66940597;66941254;66941839;66942511;66943407;66943582;66944974	+;+;+;+;+;+;+;+;+;+;+;+	2658	82	219	161	769	217	189	354	240	423	637	790	416	360	484	327	205	332	456	346	776	236	237	549	267	431	348	94	269	331	1013	415	160	267	224	136	175	90	206
g15722	ptg000018l;ptg000018l	66949020;66949395	66949283;66949772	-;-	642	162	224	144	301	292	194	167	165	136	136	230	118	82	115	120	57	124	209	200	200	282	233	288	151	399	65	45	114	131	143	81	237	492	213	127	138	148	142
g15723	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	66967759;66969183;66970548;66971377;66971733;66972594	66968049;66969341;66970672;66971572;66971865;66972814	-;-;-;-;-;-	1125	5	7	7	3	8	9	4	6	5	15	20	19	18	31	8	1	17	30	72	37	0	54	15	25	55	6	1	16	4	25	20	19	30	18	0	13	5	29
g15724	ptg000018l;ptg000018l	66976372;66978555	66977766;66978686	-;-	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15725	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	66985864;66986080;66986544;66994226;66995945;66996178;66997431;66997609;66997758	66985927;66986143;66986599;66994307;66996005;66996271;66997486;66997671;66997892	-;-;-;-;-;-;-;-;-	675	5	0	0	0	0	1	0	4	9	8	1	0	5	5	6	0	0	2	0	5	10	0	7	0	8	0	0	7	0	0	4	0	0	0	0	1	0	0
g15726	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	67038293;67038293;67042533;67042533;67048117;67048117;67049217;67049217;67049483;67049483;67049668;67049668;67050288;67050288;67050555;67051734;67051734;67052229	67038487;67038487;67042718;67042718;67048209;67048209;67049399;67049399;67049585;67049585;67049853;67049853;67051528;67050461;67051528;67052087;67052083;67052292	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
g15727	ptg000018l	67057346	67058467	-	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15728	ptg000018l	67100660	67102687	-	2028	35	117	75	162	83	114	260	125	354	550	361	210	37	91	68	7	56	102	158	247	190	91	177	68	86	104	58	132	230	408	281	219	389	1032	698	144	150	41
g15729	ptg000018l	67128678	67129997	+	1320	40	26	24	49	25	11	125	59	148	322	98	44	27	90	22	65	126	153	75	71	251	96	549	148	242	65	27	94	36	151	205	71	289	65	53	74	129	43
g15730	ptg000018l	67130805	67132184	-	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15731	ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l;ptg000018l	67140140;67140140;67140805;67140805;67142773;67142773;67143579;67143579;67146143;67146143;67147836	67140283;67140283;67140864;67140864;67142970;67142970;67143772;67143772;67146265;67146260;67147863	-;-;-;-;-;-;-;-;-;-;-	747	4	14	16	36	15	5	50	20	7	9	14	0	4	8	15	0	22	8	1	4	10	0	11	1	12	7	0	3	3	41	11	3	50	26	10	6	0	26
g15732	ptg000018l;ptg000018l;ptg000018l	67180875;67181592;67181924	67181438;67181786;67182136	-;-;-	972	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
g15733	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1491;2292;2613;2825;3017;3349;3664	1710;2524;2738;2932;3234;3520;3855	-;-;-;-;-;-;-	1269	589	2113	997	2313	1825	1382	1135	1036	1512	3393	2659	1959	1274	1980	817	900	1182	1987	1102	3233	2460	1547	2170	1533	3007	758	278	853	932	2285	1236	1782	4158	3576	2037	1304	1164	1770
g15734	ptg000019l;ptg000019l	8433;9719	9575;10609	+;+	2034	454	1695	1002	1785	941	1238	1334	1282	1136	2236	1591	2076	464	1081	807	618	779	1948	773	2540	1126	1105	1975	997	2620	832	399	824	825	1493	1360	1761	3887	2339	1532	791	662	1693
g15735	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	13929;13929;16079;16079;23357;23357;23421;24677;24677;24677;24909;24909;24912	14037;14037;16356;16330;23500;23500;23500;24819;24819;24819;24987;24987;24987	-;-;-;-;-;-;-;-;-;-;-;-;-	753	3383	12932	5900	9275	6998	6022	5618	4773	4675	10960	11012	23362	8623	13860	10046	7770	13660	20336	12892	31985	10773	7736	14735	12042	16609	5853	2996	5729	8856	14218	11030	8749	20973	10100	6460	9376	7059	17468
g15736	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	38783;45275;46183;46565;47865;48053;48204;48421	38973;45551;46272;46642;47942;48118;48284;48528	+;+;+;+;+;+;+;+	969	488	1454	1038	1879	1223	1159	1004	886	998	2029	2042	1963	956	1595	859	1109	1650	2339	1522	2919	1632	969	2482	1615	2617	779	343	798	718	1904	1484	2243	3977	2085	1413	1272	1057	1894
g15737	ptg000019l;ptg000019l;ptg000019l;ptg000019l	50134;50463;51524;73152	50354;50668;52186;73162	-;-;-;-	1101	355	601	215	651	399	458	414	453	488	542	563	354	409	440	261	106	268	606	493	763	426	595	629	468	1449	242	102	577	656	819	405	766	978	503	372	275	185	707
g15738	ptg000019l;ptg000019l;ptg000019l	84041;84448;84638	84340;84546;84655	-;-;-	417	1637	2244	1194	2066	932	770	1017	964	989	1812	1772	7638	1814	2387	1094	936	3943	4712	3749	9452	3426	2245	3827	2724	5231	2259	1135	2676	3172	1852	2571	1126	3048	988	629	3149	4204	4542
g15739	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	87317;88153;91200;91495;92694;93481;94345	87738;88324;91397;91655;93199;93533;94404	-;-;-;-;-;-;-	1572	3284	7843	10839	6170	5570	4088	4300	3035	3575	5548	5076	7632	3142	7661	2500	15290	23336	15121	9696	10774	15803	7539	36588	13994	12293	2593	940	4715	4525	7437	3561	5962	19534	4301	2864	7534	9285	6184
g15740	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	111425;111667;111887;115711;116308	111527;111722;113614;115876;116999	+;+;+;+;+	2745	953	2889	1632	3279	1696	1825	1978	1564	2081	3363	2976	3207	1066	1971	1089	1017	1844	2866	1290	4273	1464	1692	2587	1568	3692	1143	481	1674	1573	2308	1584	3246	5820	3865	2345	1576	1517	2232
g15741	ptg000019l	119563	120711	+	1149	29	77	13	182	223	95	63	30	157	236	261	68	173	203	26	62	10	37	51	241	48	22	114	137	63	72	15	121	82	316	172	41	55	756	396	66	19	10
g15742	ptg000019l;ptg000019l;ptg000019l	157959;159533;160185	158279;159664;160313	-;-;-	582	3297	5307	2929	7813	5396	3594	3022	2346	6184	7058	8629	9067	4709	5340	2697	3130	5570	6158	4254	13776	6222	3682	7772	6780	9026	2743	949	2989	3537	9350	3845	4959	12446	9214	5274	10381	12444	11127
g15743	ptg000019l;ptg000019l	195356;196584	195673;197330	+;+	1065	1374	1484	1120	2135	992	797	622	207	860	975	959	2090	290	376	73	142	450	488	2130	2380	1554	916	3623	1113	2151	1201	541	2042	2217	2726	2028	1867	3738	1805	1225	1360	2088	1929
g15744	ptg000019l;ptg000019l;ptg000019l;ptg000019l	236758;237042;237420;237662	236929;237157;237538;237758	+;+;+;+	504	798	1086	611	1955	1070	928	664	265	1234	528	379	2987	506	506	164	311	957	1742	1229	3493	4918	1807	1651	1480	3329	544	215	669	1155	2555	1133	161	239	117	114	152	622	176
g15745	ptg000019l;ptg000019l	264755;266137	265446;266908	-;-	1464	1170	1854	1786	2588	1226	897	880	606	954	2102	1528	4072	1225	1945	965	1622	2484	2050	3521	5297	4597	5003	4382	2799	6821	1356	949	2482	1861	1516	1610	3058	3484	1069	808	687	1616	1321
g15746	ptg000019l;ptg000019l	336042;337403	336733;338174	-;-	1464	848	787	2319	2806	482	484	2928	1030	3050	2365	3006	6339	1587	2440	1232	2074	1787	1796	2415	7926	2604	1464	2916	1251	2333	1749	1046	2904	2281	3571	2573	2083	3081	527	453	330	821	1452
g15747	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	408717;408717;408852;408852;409016;409016;409181;409181;409316;409316;409504;409504;409673;409673;409812;409812;409990;409990;410142;410151;410315;410315;410658;410658;411005;411005;412900;412900	408728;408728;408923;408923;409045;409045;409225;409225;409411;409411;409571;409571;409730;409730;409898;409898;410037;410037;410207;410207;410573;410573;410850;410850;411112;411112;412999;412999	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1242	3241	4099	2670	5182	5422	4037	6625	6265	12534	10020	10119	10245	5016	6811	3482	5202	9468	9918	6212	15261	7502	6908	13476	7794	15394	3669	1405	7032	6350	12302	6673	22785	31961	13899	8220	19548	28222	17378
g15748	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	414695;414805;414994;415273;415405;415593;415759;415899;416165;416325;416473;416869;417252;418519	414706;414897;415023;415320;415500;415660;415816;415985;416212;416381;416731;417061;417359;418618	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1257	11579	25578	14616	28840	25434	16933	19881	14911	45102	28750	36741	48717	18790	25307	17203	14437	20626	25078	24040	67507	37213	19565	53235	27553	63082	16337	7203	26341	19912	51926	29344	37939	80885	60227	38409	41062	43663	29912
g15749	ptg000019l;ptg000019l	421269;423180	421936;423567	-;-	1056	245	423	315	409	323	333	156	181	311	504	431	507	236	374	157	177	438	598	507	743	461	379	774	425	1273	175	56	245	262	468	276	769	1505	430	319	490	312	634
g15750	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	493423;495774;497432;497707;498806;499131;501172;503040;504030	494004;497341;497573;497814;499018;499241;501366;503214;504076	+;+;+;+;+;+;+;+;+	3141	2443	4643	2587	3699	2995	3279	3421	3166	3850	6538	4596	7136	2267	4899	2737	3095	4327	8391	4953	9403	7941	4902	10114	5631	13035	2330	966	2524	2372	3967	3203	7009	14056	5681	3738	7698	8153	4481
g15751	ptg000019l;ptg000019l;ptg000019l;ptg000019l	507064;510372;510671;510942	508867;510573;510867;511018	+;+;+;+	2280	283	680	412	718	359	510	499	388	543	898	690	978	234	579	306	347	559	785	488	1212	641	557	996	591	945	196	160	493	361	579	442	781	1667	630	410	639	707	687
g15752	ptg000019l	512583	514658	-	2076	133	484	266	818	620	591	344	483	452	1397	649	378	530	1098	510	955	1882	1834	1309	908	1598	582	2493	793	1000	138	99	353	294	463	274	878	2590	1030	809	1367	1854	1027
g15753	ptg000019l;ptg000019l	531009;531380	531287;531730	+;+	630	7	0	4	0	0	6	2	0	0	0	0	0	1	7	6	1	2	0	9	1	0	10	0	0	7	0	0	0	0	0	0	36	11	0	2	0	0	0
g15754	ptg000019l;ptg000019l	536957;541278	541150;541319	-;-	4236	1924	5362	2977	4151	2603	3726	2742	2914	3522	5502	2812	7702	1770	4512	2729	2477	3124	6360	4284	9472	5367	4120	7118	3323	14257	1897	1041	2519	1742	2948	2901	8671	18991	3949	2388	6094	5678	6871
g15755	ptg000019l	629765	630655	-	891	500	668	78	40	260	239	33	126	113	209	311	749	512	621	360	434	317	521	520	1261	1059	590	966	1013	1724	260	145	306	357	139	481	576	1581	403	292	1797	1289	1201
g15756	ptg000019l;ptg000019l;ptg000019l	646272;646508;649247	646397;647059;650104	-;-;-	1536	376	1138	728	2200	1431	793	607	789	953	1679	1353	791	1550	2058	805	702	2109	4329	1126	2341	1715	1583	1635	2429	2303	493	186	391	1247	1052	743	1553	2988	641	455	2516	1761	748
g15757	ptg000019l;ptg000019l	655788;656341	656078;656802	+;+	753	0	20	4	3	3	11	1	4	0	4	0	0	0	1	0	6	0	6	0	0	0	0	1	0	0	0	0	0	22	8	4	0	7	7	6	0	0	0
g15758	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	711402;711626;711665;712070;712070;712399;712399;712813;712813	711560;711960;711960;712175;712175;712716;712716;713271;713271	-;-;-;-;-;-;-;-;-	1377	2744	9616	8028	19417	11583	9855	5744	6921	12182	28385	15065	11250	15433	14339	7061	7159	17157	27415	6171	26683	23299	8486	11118	16054	13810	5155	1455	4682	9163	15729	13103	10819	29266	31914	19114	24739	40521	26052
g15759	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	722936;726989;727201;732389;732685	723118;727095;727417;732596;732776	-;-;-;-;-	807	2801	7315	3042	5609	5313	5678	5473	3030	6641	5945	4818	7655	3655	4484	3139	2289	3816	5050	7472	11310	6102	4825	8291	5087	12733	4331	1879	4635	3732	11174	6791	5527	11681	3206	2400	7023	8895	15369
g15760	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	734144;734144;735847;735847;739613;739613;739872;739872;740344;740344;742471;742471;742719;742719;742926;742926	734282;734282;736014;736014;739782;739791;739967;739967;740413;740413;742601;742601;742829;742829;743318;743318	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1287	639	977	667	1161	1004	774	601	638	862	1282	1059	755	532	1141	533	478	879	1340	971	1287	943	770	1578	987	2096	463	247	679	569	1552	752	1767	2664	1389	953	1167	911	1373
g15761	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	744169;744520;744886;745146;746829;747429;749026;749403;749796	744379;744597;745008;745403;746988;747539;749296;749552;750485	-;-;-;-;-;-;-;-;-	2052	1562	3846	2204	6996	3647	3300	3599	2917	5894	6237	5608	3291	3237	4572	2833	2148	3231	5623	3280	6528	4562	3425	6962	3711	9746	1895	893	3107	2968	7064	3853	4365	7854	7171	4522	3948	3737	4099
g15762	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	766584;766584;767985;767985;769226;769226;774214	766969;766969;768333;768333;769496;769513;774431	+;+;+;+;+;+;+	1241	2170	5598	3780	5656	3172	2614	2662	2153	3117	6006	4986	7553	2553	4491	2441	3623	4883	6691	5325	10106	6079	3544	7968	5002	7340	2105	1098	2357	2978	4960	3710	6354	13412	3986	2559	6306	5813	6999
g15763	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	786450;786456;787322;787322;793969;793969;794466;794466	787230;787230;787381;787381;794309;794309;795179;795179	+;+;+;+;+;+;+;+	1896	263	25	38	54	21	13	52	48	70	223	116	39	66	34	21	12	117	89	43	105	43	7	56	43	33	25	0	8	19	8	15	55	149	10	8	37	18	0
g15764	ptg000019l;ptg000019l	795965;804824	796500;805196	-;-	909	1638	4114	2609	3939	3142	2850	2309	2173	3748	4518	3979	5288	2127	2941	1762	2148	3352	4524	3708	7415	3210	2412	6554	3379	6674	1585	812	1960	1650	3341	2912	5939	9436	4142	2889	4691	4292	4715
g15765	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	819460;819460;819460;819818;819818;819818;819988;819988;820329;838133;838474;838474	819570;819570;819570;819880;819880;819880;820227;820227;821000;838372;839145;839145	+;+;+;+;+;+;+;+;+;+;+;+	1998	3842	16949	8270	29631	11223	11606	13539	11049	21913	22891	24150	10997	11716	16389	8485	7420	8696	16896	9228	22713	20227	12422	14871	12855	29945	13328	5879	12714	12375	36617	16530	16831	39946	24830	14914	16793	14878	26090
g15766	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	851142;851211;851306;855289;855289;872083;872083	851149;851411;851411;855421;855421;872213;872213	-;-;-;-;-;-;-	473	331	720	373	1117	726	419	541	347	857	940	955	952	556	676	342	292	515	874	811	1508	1237	797	989	1226	1392	249	93	521	844	1079	545	652	1565	1025	543	1726	1510	936
g15767	ptg000019l;ptg000019l;ptg000019l	875756;877269;877695	876013;877597;877854	+;+;+	747	859	1368	1099	1403	1315	952	381	382	744	877	744	895	523	916	297	602	1352	1045	1543	1418	1514	857	2402	1352	2275	356	85	339	454	590	494	1144	2815	572	338	1987	1694	570
g15768	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	890844;891212;891369;891629;891818;893916;894142;894362;894565;894751;895916;896340;897008;897366;904338;905008;905325;906344;906558;916879	890925;891282;891435;891697;891968;893991;894245;894458;894651;894837;896005;896417;897172;897537;904615;905169;905427;906447;906629;916938	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2175	2081	3192	1888	2555	2452	2149	2982	2915	3178	3836	3590	5744	1751	3482	2305	1914	2777	4469	3556	7495	3952	3797	5467	4168	11545	1455	731	2507	2109	3455	2654	6680	12031	3929	2504	4066	3431	5071
g15769	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	921066;922321;924070;934679;934891;935603	921257;922594;924232;934768;934930;935656	-;-;-;-;-;-	813	918	2596	1880	3156	2150	1636	1498	1398	1756	3483	2861	2513	1250	2432	1192	1495	2153	3198	2599	3763	2483	2211	3945	2431	5001	1081	568	1262	1604	3052	1855	3376	7921	2700	1815	3054	1826	3601
g15770	ptg000019l	962410	963444	+	1035	828	2729	1726	4250	1563	1580	2072	1292	2417	4329	4059	3491	2234	2440	904	1592	3464	3100	2633	5725	2698	1330	4757	1743	1875	773	398	975	1037	3009	1584	1688	4623	2505	1784	2667	4673	3699
g15771	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1011515;1011655;1011883;1013024;1014018;1015744;1015976;1016179;1017107;1035647;1036260;1036515;1038210;1039413;1039818;1040571	1011524;1011794;1011948;1013133;1014078;1015827;1016032;1016239;1017153;1035724;1036424;1036802;1038288;1039565;1039978;1040630	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1620	604	926	876	975	402	699	1628	1647	2193	1162	2382	3899	1167	1352	1541	382	1614	3233	2601	5066	1255	3022	2432	2148	7027	1959	913	2418	2250	2592	2367	1721	2901	1366	1213	837	962	3146
g15772	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1046072;1057928;1058245;1058987	1046231;1058145;1058783;1059872	+;+;+;+	1803	4798	13218	5975	12742	8326	8181	6169	3876	8231	13459	14215	13450	3479	5586	2467	3844	2299	5302	5339	16929	9590	8329	6963	10630	8535	3128	1899	4335	3419	5557	5474	5055	30096	1578	808	15150	10491	2167
g15773	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1064294;1064482;1064987;1067125;1077773;1078125;1078672;1078890;1080243;1080498	1064401;1064661;1065601;1067694;1077994;1078190;1078776;1079150;1080355;1080654	-;-;-;-;-;-;-;-;-;-	2397	530	1280	657	1583	1035	1046	1178	1079	1272	2143	1565	1111	631	1242	715	601	834	1568	924	1742	1545	1019	2157	1102	2914	493	234	853	637	1394	861	1977	3975	2642	1831	1295	661	1574
g15774	ptg000019l;ptg000019l;ptg000019l	1087853;1088110;1099935	1088041;1088669;1100112	-;-;-	927	1253	2078	1962	2454	1355	1191	1688	1109	1273	2390	2226	2562	1192	2296	1089	1733	2766	3447	2929	3754	2891	1604	4777	2293	3778	1543	568	1179	1566	2402	1934	2461	6728	2074	1613	2753	3510	2535
g15775	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1123321;1123546;1124411;1124721;1127248;1127562;1128440;1128698;1129073;1129276;1129507;1129889	1123369;1123703;1124498;1124838;1127368;1127645;1128559;1128910;1129135;1129397;1129565;1130217	+;+;+;+;+;+;+;+;+;+;+;+	1524	419	842	356	931	782	427	1581	1430	1953	2350	1824	1742	1138	1443	817	398	1113	2394	1279	2880	825	724	603	2574	1197	518	287	717	1001	1572	1109	1255	2865	1157	853	1013	433	503
g15776	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1158651;1162338;1162560;1162714;1165057;1165307;1168413	1158892;1162405;1162630;1162815;1165206;1165480;1168688	-;-;-;-;-;-;-	1083	456	898	562	856	706	542	602	487	617	843	1087	1192	536	822	602	540	1046	1545	1040	1728	1408	1072	1946	1165	2593	481	256	543	658	886	727	1336	2294	738	592	911	738	1385
g15777	ptg000019l;ptg000019l	1185226;1186198	1185708;1186362	-;-	648	19	9	11	125	25	23	15	16	43	57	19	11	28	55	22	2	8	40	22	39	0	0	77	25	2	16	3	13	0	81	10	11	19	43	29	31	0	7
g15778	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1195158;1195344;1195508;1195855;1196667;1196989;1197215	1195234;1195438;1195751;1196472;1196885;1197100;1197442	+;+;+;+;+;+;+	1593	0	40	32	13	36	40	28	35	42	89	122	224	14	7	22	17	0	1	67	238	37	0	81	0	0	27	6	14	18	10	14	47	94	39	21	487	383	659
g15779	ptg000019l;ptg000019l	1200166;1201025	1200534;1201189	-;-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15780	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1248926;1249278;1249648;1250128	1249048;1249541;1249720;1250144	+;+;+;+	477	30	113	25	105	67	218	971	613	715	99	89	797	43	69	168	17	6	1	379	840	285	108	1155	42	1486	234	87	684	156	1178	309	72	115	336	264	17	23	2549
g15781	ptg000019l;ptg000019l	1251130;1251256	1251146;1251577	-;-	339	30	264	96	1794	344	342	183	100	1430	1013	2766	23	276	495	114	36	15	96	241	299	569	363	2338	1468	556	82	38	770	294	2786	508	247	3592	619	382	199	19	6
g15782	ptg000019l	1253770	1254342	-	573	711	929	498	1009	1093	682	506	447	453	1222	1342	506	418	742	355	346	513	796	794	924	914	622	1747	1168	1331	410	135	426	149	1683	759	1323	3200	365	335	722	531	951
g15783	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1281368;1281976;1282538;1282915;1283341;1283585;1283848	1281901;1282335;1282828;1282989;1283495;1283701;1284127	-;-;-;-;-;-;-	1812	212	624	328	523	701	336	348	250	459	927	781	320	353	826	233	343	514	867	677	673	884	744	939	801	1355	104	75	268	137	419	202	478	1380	574	276	803	532	882
g15784	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1297343;1297694;1301434;1302730;1316295;1316477;1320195;1322015;1324527	1297510;1297818;1301545;1302804;1316383;1316538;1320267;1322090;1324598	+;+;+;+;+;+;+;+;+	852	1560	2696	1978	2252	1617	1251	1271	1191	1437	2192	2605	3306	1657	2633	1221	1708	2725	2481	3297	4963	3120	2059	4073	3101	4578	1203	410	707	1265	1678	962	2814	6022	2518	1776	2894	3537	4563
